config_id,config_description,question_text,expected_doc_id,retrieved_top_k_ids,correct_doc_rank,is_hit_at_k
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"O que o Anexo II da Portaria nº 1, de 8 de janeiro de 2021, descreve em relação aos cargos e funções?",18248,"[17306, 18243, 20229, 60231, 20050, 17312, 20251, 23637, 18255, 18122]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Quem é o 'Requerido' mencionado no texto?,54505,"[54666, 61272, 61230, 32909, 32064, 19605, 51704, 31047, 2258, 47761]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Quais são os nomes completos de pessoas mencionados no texto?,44404,"[16290, 34108, 31467, 37243, 31936, 29701, 29699, 30085, 37074, 30087]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Qual foi a decisão unânime do Conselho na Sindicância Nº 2008.10.00.000374-2 e quem presidiu o julgamento em 24 de junho de 2008?,56982,"[47670, 55054, 56675, 52975, 56674, 41782, 60019, 55158, 59210, 57375]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Quais são os critérios de pontuação para a Justiça Estadual nas Metas 3 e 4?,20606,"[9955, 13413, 23335, 20608, 9887, 20605, 20606, 7865, 13412, 5418]",7.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Qual foi a decisão unânime do Conselho no Recurso Administrativo na Arguição de Suspeição de número 2008.10.00.003212-2, proferida em 10 de junho de 2009?",54354,"[49116, 27265, 54530, 54392, 19539, 53411, 54382, 54242, 52332, 53480]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Qual foi a decisão do Conselho sobre a etapa de avaliação psicológica do concurso público do Tribunal de Justiça de Alagoas (TJAL), regido pelo edital 29-TJ/AL-Servidor de 2012?",41295,"[41295, 41401, 41621, 41753, 38364, 41563, 43705, 38232, 46545, 45379]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Sob qual regime o expediente autuado como inspeção deve tramitar?,10068,"[8508, 53155, 14295, 10138, 10229, 6647, 8470, 14604, 40118, 10025]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Como deve ser preenchida uma vaga de ampla concorrência quando um candidato negro, classificado em ambas as listas e nomeado por cotas, libera essa posição, segundo a decisão do Conselho no PCA nº 0006108-79.2017.2.00.0000?",1775,"[33590, 11650, 33039, 15459, 24611, 33591, 33040, 1775, 54704, 54702]",8.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Quem é o relator, o requerente e o requerido do Procedimento de Controle Administrativo número 0004495-97.2012.2.00.0000, e qual foi a decisão desse processo?",44474,"[43036, 43805, 47754, 42927, 1753, 47702, 47400, 44921, 41111, 43936]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Qual foi o assunto da Consulta 0005954-71.2011.2.00.0000 e quem atuou como requerente, interessado e requerido?",46333,"[43664, 47785, 47913, 48215, 45531, 47682, 47954, 49634, 51978, 45410]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Qual foi a decisão do Conselho sobre o pedido de conversão de aposentadoria compulsória para aposentadoria por incapacidade permanente e quem presidiu o julgamento?,7018,"[7018, 11025, 46235, 46637, 19702, 28963, 33082, 40920, 11338, 19698]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Quais Tribunais Regionais do Trabalho e Tribunais de Justiça estaduais estão listados no texto?,34009,"[33404, 31826, 34138, 31956, 34009, 33836, 31487, 33403, 32812, 32619]",5.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Que decisão foi tomada pelo Conselho em relação ao processo ATIVO Nº 503, que envolvia o requerente Ruy Cleydson Mascarenhas Filho, e quando essa decisão ocorreu?",55157,"[55157, 58631, 2191, 22846, 33951, 37985, 43486, 41815, 59699, 24204]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Qual a finalidade principal do Grupo de Trabalho criado pela Portaria Nº 128 de 16/10/2018 e quais Tribunais de Justiça foram inicialmente abrangidos por essa implementação?,25903,"[25903, 23104, 23103, 42339, 25896, 20784, 23145, 16911, 20034, 18191]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Qual o assunto e as partes envolvidas no Pedido de Providências de número 0005325-97.2011.2.00.0000?,38769,"[43386, 47933, 43360, 48256, 38016, 45249, 49558, 46250, 43924, 44713]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Qual foi o assunto do Recurso Administrativo na Consulta 0004404-36.2014.2.00.0000 e quem atuou como relator neste caso?,34001,"[34370, 31817, 34937, 29734, 29477, 35491, 38508, 34124, 38618, 36043]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Qual foi a decisão final do Conselho sobre o Ato Normativo 0000239-96.2021.2.00.0000, que trata da criação de equipes de trabalho remoto e forças-tarefas?",16454,"[15498, 15497, 15499, 17793, 18169, 30228, 17969, 17164, 20663, 18621]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Qual o assunto e a decisão do processo que envolve a Associação dos Magistrados das Justiças Militares Estaduais (AMAJME) e o Conselho Nacional de Justiça (CNJ)?,43001,"[35918, 43001, 39788, 44386, 39129, 41519, 41684, 44458, 39267, 39532]",2.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Qual foi a decisão proferida para o Recurso Administrativo no Pedido de Providências de número 0004033-72.2014.2.00.0000?,33832,"[37209, 23798, 36425, 33122, 41671, 33204, 34281, 35906, 34377, 33876]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,O que significa o símbolo (¹) que acompanha alguns dos valores no relatório de janeiro a outubro?,50383,"[12030, 14, 16933, 53326, 57017, 50383, 33260, 14314, 13219, 3536]",6.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Quais conselheiros estavam presentes na 155ª Sessão Ordinária do Conselho Nacional de Justiça, realizada em 2 de outubro de 2012?",43864,"[43864, 44304, 44141, 43280, 43445, 44758, 44926, 44498, 45072, 45314]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Qual a composição do Grupo de Trabalho instituído para acompanhar o Projeto 'Melhoria da eficiência e do desempenho do Judiciário brasileiro'?,30604,"[30604, 30603, 19840, 14623, 43143, 3903, 14341, 36714, 23146, 42741]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Quais são os títulos ou documentos que podem ser utilizados para o registro ou averbação de uma união estável?,9358,"[9358, 36910, 9486, 36909, 9366, 9367, 9364, 9359, 9485, 9374]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Onde e em qual horário exato a 35ª Sessão Ordinária do Conselho Nacional de Justiça (CNJ) começou em 27 de fevereiro de 2007?,59480,"[59480, 59179, 59453, 59571, 28871, 59404, 60010, 57667, 59323, 60046]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Quais são as principais funcionalidades do Sirenejud e com quais instituições ele foi desenvolvido?,12747,"[12747, 3896, 11063, 11940, 18172, 17116, 17122, 19302, 21108, 18352]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Que Portaria é modificada pela Portaria Nº 203, de 10 de agosto de 2023, e sobre qual assunto ela trata?",8211,"[8211, 418, 9801, 9605, 10030, 8204, 8230, 10772, 10234, 8207]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Qual foi o assunto do Anteprojeto de Lei número 0007327-30.2017.2.00.0000, cujo parecer de mérito foi aprovado em 26 de setembro de 2017?",27258,"[27257, 27258, 27259, 39227, 27260, 27387, 34942, 31670, 35050, 29865]",2.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Qual a finalidade principal da Portaria Nº 31, de 29 de março de 2016, e qual o seu status atual?",30942,"[30942, 17968, 17947, 12920, 7973, 31031, 30544, 28478, 21471, 29105]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Quais parâmetros e orientações devem ser adotados como critérios mínimos nos editais para contratação de obras e serviços de engenharia no Poder Judiciário Nacional?,51318,"[51318, 51319, 18488, 51308, 11993, 26038, 18647, 8514, 18501, 46996]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Qual resolução foi proposta pela Ministra Presidente, aprovada por unanimidade, e qual o seu propósito e base legal, conforme a sessão?",24456,"[10662, 58810, 24458, 29361, 60510, 60766, 6914, 38004, 57968, 12425]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Qual foi a decisão do Conselho em relação ao Recurso Administrativo nº 0004194-24.2010.2.00.0000?,51640,"[48332, 2112, 49410, 51580, 39204, 51587, 51145, 44156, 35755, 41136]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Qual a razão fundamental para a revisão contínua das descrições de cargos do CNJ e quais aspectos específicos foram considerados na elaboração da 4ª versão do Manual?,4584,"[4584, 37667, 4583, 11225, 2993, 15001, 14849, 21041, 22003, 7261]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Quais diretrizes a Resolução Nº 348 de 13/10/2020 estabelece para o tratamento da população lésbica, gay, bissexual, transexual, travesti ou intersexo no âmbito criminal do Poder Judiciário?",18550,"[18550, 15539, 18558, 14787, 14786, 3133, 7267, 7574, 7696, 25369]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Quais são as atribuições do Grupo de Apoio Multidisciplinar (GAM) para auxiliar a Comissão Avaliadora?,14875,"[3235, 4070, 4071, 14875, 4069, 13678, 5976, 8048, 5972, 10347]",4.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"De acordo com o texto, onde ocorre a corrupção e qual a medida essencial para combater as despesas, gastos e desvios que dela decorrem?",15664,"[47663, 15664, 54453, 15066, 21571, 15062, 15665, 15060, 55952, 21573]",2.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,O que o Conselho determinou que o Tribunal de Justiça do Estado de Goiás fizesse em relação ao Decreto Judiciário nº 985/2012?,43457,"[43634, 43457, 45919, 48825, 36439, 41684, 49720, 48721, 60429, 48245]",2.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Qual foi a decisão do Conselho na Revisão Disciplinar de número 0002759-44.2012.2.00.0000 que envolveu Ana Valéria de Queiroz Santiago Zipparro?,44170,"[45542, 44080, 45697, 2167, 44885, 36183, 36358, 39007, 40183, 34065]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Quais alterações a Portaria Nº 48 de 18/04/2012 introduziu na Portaria nº 42 de 10/04/2012, no âmbito da criação de varas e cargos, e qual o seu status legal atual?",46962,"[46962, 46993, 37611, 46881, 43204, 41370, 14385, 51780, 37739, 46936]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Quais foram os principais assuntos deliberados na sessão após a aprovação da ata da 33ª Sessão Ordinária, e quais Tribunais de Justiça prestaram informações sobre o teto remuneratório?",60047,"[60047, 2990, 60250, 60082, 59456, 55699, 60092, 60049, 60801, 59680]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,A ausência do código da Classificação Internacional de Doenças (CID) no campo 40 da Declaração de Óbito constitui um impedimento para a lavratura do assento de óbito pelos Oficiais de Registro Civil?,43168,"[43167, 43168, 43169, 8651, 21937, 21934, 26074, 21789, 21791, 33261]",2.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Após esgotar a busca por pretendentes nacionais, qual é o prazo máximo para o juízo iniciar as buscas internacionais e qual órgão deve ser informado?",22756,"[13756, 22756, 15126, 12018, 2067, 43226, 55479, 32900, 135, 23195]",2.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Quais são os critérios que devem ser considerados na reavaliação da situação jurídica de pessoas privadas de liberdade?,822,"[8380, 822, 21984, 17335, 7690, 22034, 22028, 8381, 43242, 7704]",2.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Quais são as diretrizes para o sepultamento de corpos não identificados durante a vigência desta portaria?,21797,"[21797, 21787, 21934, 21795, 21930, 21794, 21792, 21791, 34167, 21746]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Qual foi a decisão proferida no Pedido de Providências nº 2007.10.00.000929-6, que trata da consulta sobre o reembolso de despesas médico-hospitalares para o Poder Judiciário de Mato Grosso?",58233,"[58473, 58233, 7572, 52105, 54495, 51134, 37087, 43408, 52091, 54225]",2.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Qual é o limite máximo anual de horas para o recebimento da Gratificação por encargo de curso e quais são as condições para que esse limite seja excedido?,34921,"[34921, 55845, 55844, 34915, 55833, 16773, 58083, 34920, 16771, 47502]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Qual é o assunto do processo em que o Tribunal de Justiça do Estado do Rio Grande do Sul é o requerente e cuja decisão foi adiada?,33786,"[49389, 38030, 38720, 34473, 49101, 24322, 37024, 35269, 49188, 51164]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Quais documentos são exigidos para a inscrição, conforme detalhado no texto?",5112,"[55643, 8136, 15381, 54585, 55626, 26099, 54717, 959, 727, 54572]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"De acordo com o Artigo 5º, a quais indivíduos e instituições foram delegados os trabalhos de inspeção?",27075,"[26980, 27003, 27182, 11399, 27011, 23878, 13944, 27075, 26989, 26902]",8.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Qual foi o assunto do ATO NORMATIVO Nº 0001193-94.2011.2.00.0000 e quais decisões o Conselho tomou a respeito dessa proposta?,49454,"[35755, 6140, 44923, 6009, 49071, 19027, 15809, 43750, 44032, 6266]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Quais deliberações foram aprovadas por unanimidade e quais conselheiros tiveram seus votos vencidos?,38706,"[22846, 25514, 39901, 56298, 30137, 44668, 34727, 43720, 41790, 57783]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Quem foram os requerentes no RECURSO ADMINISTRATIVO NO PROCEDIMENTO DE CONTROLE ADMINISTRATIVO de número 0000807-44.2023.2.00.0000?,11107,"[2141, 21350, 24464, 1844, 56732, 25399, 50698, 2185, 1840, 2672]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Quais foram as características da fase da 'agricultura sustentável', iniciada em 1995, e quais ações o governo federal empreendeu nesse período para a política agrícola e o endividamento rural?",31020,"[31020, 31019, 16321, 6614, 31018, 33426, 2546, 6944, 15178, 3014]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Quais os detalhes dos recursos administrativos 0003862-47.2016.2.00.0000 e 0006357-64.2016.2.00.0000, incluindo a decisão, relator, requerentes, requerido e o assunto principal de cada um?",28303,"[29477, 27357, 24576, 26493, 26513, 27970, 26531, 38751, 27303, 31843]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Qual foi o assunto tratado no Pedido de Providências nº 0001058-48.2012.2.00.0000, cujo requerente foi Onyx Dornelles Lorenzoni?",35863,"[36530, 35176, 34490, 43924, 43360, 45249, 35813, 35368, 44225, 44713]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Qual foi a decisão proferida pelo Conselho no caso RA DA ROCHA, relacionado à reforma do Fórum Clóvis Beviláqua, durante o julgamento em plenário de 30 de agosto de 2011?",48363,"[48363, 49195, 49183, 48317, 48632, 48402, 48400, 45859, 48963, 46258]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Qual o novo prazo de vigência definido pela Portaria Nº 77 de 13/04/2020 para as medidas das Portarias n° 53 e n° 63?,20740,"[20740, 20981, 19069, 20737, 20456, 23483, 21508, 20723, 20526, 9605]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Qual foi a finalidade da instituição do Grupo de Trabalho (GT de Infraestrutura) pelo Conselho Nacional de Justiça, mencionada pelo Presidente Ministro Luiz Fux?",12682,"[12682, 14341, 14230, 12697, 12689, 16185, 14344, 12819, 14126, 14623]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Qual o prazo que a Comissão tem para apresentar propostas ao Plenário do Conselho Nacional de Justiça?,23585,"[23585, 60676, 28355, 30551, 16566, 39560, 59618, 57596, 30393, 57998]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Qual a finalidade e a situação atual da Portaria Nº 50 de 02/10/2023?,10161,"[10161, 9605, 10037, 1242, 12112, 5723, 10772, 10132, 8574, 14345]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Quem são os signatários da Portaria e quais cargos eles ocupam?,11353,"[42447, 20151, 50331, 50420, 20065, 34198, 14650, 26907, 414, 8121]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Quais propostas de Boas Práticas, apresentadas por magistrados e servidores do Poder Judiciário, foram submetidas ao Plenário para análise com o objetivo de publicação no Portal CNJ de Boas Práticas e indicação a prêmios?",12632,"[19362, 19209, 19210, 12931, 19023, 23118, 23128, 3891, 17127, 10460]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Qual a decisão proferida pelo Conselho Nacional de Justiça no Pedido de Providências nº 671, cujo assunto era nepotismo cruzado, e quem atuou como relatora neste processo?",59354,"[59354, 60327, 60851, 60792, 60853, 60725, 60608, 60728, 60854, 60706]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,O que a Portaria Nº 47 de 29 de março de 2010 altera?,52495,"[52495, 50638, 42558, 60230, 50437, 49988, 17458, 46962, 52231, 52478]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Qual foi a decisão do Conselho de Justiça em relação ao pedido de devolução dos emolumentos para a primeira aquisição de imóveis financiados pelo SFH?,11208,"[11208, 15766, 15819, 15838, 17784, 11264, 11346, 15871, 15924, 54049]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"No Procedimento de Controle Administrativo nº 0005587-76.2013.2.00.0000, qual foi a decisão do Conselho em relação à liminar e ao concurso público do TJRN para Juiz de Direito Substituto?",39222,"[39222, 36154, 36356, 36347, 36147, 40246, 39444, 36353, 38614, 44535]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Quais são as entidades e indivíduos listados no texto?,26826,"[37243, 31467, 50103, 21848, 29701, 44350, 37076, 30087, 31052, 33381]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Qual o assunto do PROCEDIMENTO DE COMPETÊNCIA DE COMISSÃO número 0003519-22.2014.2.00.0000, quem são as partes envolvidas e qual a decisão final?",34780,"[31695, 30309, 32690, 31207, 34087, 32300, 33002, 34778, 34908, 35421]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Quais juízes auxiliares foram delegados para realizar os trabalhos de inspeção pela Corregedoria Nacional de Justiça e quais assessores e servidores foram designados para assessorar nesses trabalhos?,47066,"[56027, 50130, 47066, 47204, 47065, 46947, 42746, 47078, 46823, 47064]",3.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Quem presidiu o julgamento em plenário de 14 de junho de 2022 e qual foi o assunto principal abordado nesse RECURSO ADMINISTRATIVO?,14208,"[6552, 14197, 11107, 2446, 10364, 15697, 12378, 12936, 10581, 1630]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Qual foi a decisão final sobre os temas de Reajuste Salarial, Reserva Orçamentária e Abono no PEDIDO DE PROVIDÊNCIAS 0003726-50.2016.2.00.0000?",25153,"[25153, 26817, 29017, 29287, 48501, 38359, 24806, 26472, 25033, 27932]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Qual competência específica a Portaria Nº 23 de 01/03/2010 delegava ao Secretário-Geral do Conselho Nacional de Justiça?,52583,"[52583, 50402, 50316, 60740, 50083, 50504, 33538, 52948, 60923, 56087]",1.0,True
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,Qual foi a decisão proferida pelo Conselho em relação à Revisão Disciplinar de número 2007.10.00.000487-0?,55337,"[51959, 36183, 54820, 49116, 33956, 41068, 59755, 53824, 39820, 27462]",inf,False
bgem3_fixed,Modelo: bge-m3 | Estratégia: Tamanho Fixo,"Qual foi a decisão do Conselho em 4 de fevereiro de 2020 sobre o caso 'Menor aprendiz', quem presidiu o julgamento e quais conselheiros estiveram ausentes?",19690,"[19690, 15872, 20998, 15810, 19053, 12788, 19052, 18821, 19051, 6728]",1.0,True
